0	0.961958	0.018890	0.019152
500	0.961954	0.018894	0.019152
1000	0.961954	0.018894	0.019152
1500	0.961954	0.018894	0.019152
2000	0.961954	0.018894	0.019152
2500	0.961954	0.018894	0.019152
3000	0.961954	0.018894	0.019152
3500	0.961954	0.018894	0.019152
4000	0.961954	0.018894	0.019152
4500	0.961954	0.018894	0.019152
5000	0.961954	0.018894	0.019152
5500	0.961954	0.018894	0.019152
6000	0.961954	0.018894	0.019152
6500	0.961954	0.018894	0.019152
7000	0.961954	0.018894	0.019152
7500	0.961954	0.018894	0.019152
8000	0.961954	0.018894	0.019152
8500	0.961954	0.018894	0.019152
9000	0.961954	0.018894	0.019152
9500	0.961954	0.018894	0.019152
10000	0.961954	0.018894	0.019152
10500	0.961954	0.018894	0.019152
11000	0.961955	0.018893	0.019152
11500	0.961955	0.018893	0.019152
12000	0.961955	0.018893	0.019152
12500	0.961955	0.018893	0.019152
13000	0.961955	0.018893	0.019152
13500	0.961955	0.018893	0.019152
14000	0.961955	0.018893	0.019152
14500	0.961955	0.018893	0.019152
15000	0.961955	0.018893	0.019152
15500	0.961955	0.018893	0.019152
16000	0.961955	0.018893	0.019152
16500	0.961955	0.018893	0.019152
17000	0.961954	0.018893	0.019152
17500	0.961955	0.018893	0.019152
18000	0.961955	0.018893	0.019152
18500	0.961955	0.018893	0.019152
19000	0.961954	0.018894	0.019152
19500	0.961954	0.018893	0.019152
20000	0.961954	0.018893	0.019152
20500	0.961954	0.018894	0.019152
21000	0.961954	0.018893	0.019152
21500	0.961954	0.018894	0.019152
22000	0.961954	0.018894	0.019152
22500	0.961954	0.018894	0.019152
23000	0.961954	0.018894	0.019152
23500	0.961954	0.018894	0.019152
24000	0.961954	0.018894	0.019152
24500	0.961954	0.018894	0.019152
25000	0.961954	0.018894	0.019152
25500	0.961954	0.018894	0.019152
26000	0.961954	0.018894	0.019152
26500	0.961954	0.018894	0.019152
27000	0.961954	0.018894	0.019152
27500	0.961954	0.018894	0.019152
28000	0.961954	0.018894	0.019152
28500	0.961954	0.018894	0.019152
29000	0.961954	0.018894	0.019152
29500	0.961954	0.018894	0.019152
30000	0.961954	0.018894	0.019152
30500	0.961954	0.018894	0.019152
31000	0.961954	0.018894	0.019152
31500	0.961954	0.018894	0.019152
32000	0.961954	0.018894	0.019152
32500	0.961954	0.018894	0.019152
33000	0.961954	0.018894	0.019152
33500	0.961954	0.018894	0.019152
34000	0.961954	0.018894	0.019152
34500	0.961954	0.018894	0.019152
35000	0.961954	0.018894	0.019152
35500	0.961954	0.018894	0.019152
36000	0.961954	0.018894	0.019152
36500	0.961954	0.018894	0.019152
37000	0.961954	0.018894	0.019152
37500	0.961954	0.018894	0.019152
38000	0.961954	0.018894	0.019152
38500	0.961954	0.018894	0.019152
39000	0.961954	0.018894	0.019152
39500	0.961954	0.018894	0.019152
40000	0.961954	0.018894	0.019152
40500	0.961954	0.018894	0.019152
41000	0.961954	0.018894	0.019152
41500	0.961954	0.018894	0.019152
42000	0.961954	0.018894	0.019152
42500	0.961954	0.018894	0.019152
43000	0.961954	0.018894	0.019152
43500	0.961954	0.018894	0.019152
44000	0.961954	0.018894	0.019152
44500	0.961954	0.018894	0.019152
45000	0.961954	0.018894	0.019152
45500	0.961954	0.018894	0.019152
46000	0.961954	0.018894	0.019152
46500	0.961954	0.018894	0.019152
47000	0.961954	0.018894	0.019152
47500	0.961954	0.018894	0.019152
48000	0.961954	0.018894	0.019152
48500	0.961954	0.018894	0.019152
49000	0.961954	0.018894	0.019152
49500	0.961954	0.018894	0.019152
50000	0.961954	0.018894	0.019152
50500	0.961954	0.018894	0.019152
51000	0.961954	0.018894	0.019152
51500	0.961954	0.018894	0.019152
52000	0.961954	0.018894	0.019152
52500	0.961954	0.018894	0.019152
53000	0.961954	0.018894	0.019152
53500	0.961954	0.018894	0.019152
54000	0.961954	0.018894	0.019152
54500	0.961954	0.018894	0.019152
55000	0.961954	0.018894	0.019152
55500	0.961954	0.018894	0.019152
56000	0.961954	0.018894	0.019152
56500	0.961954	0.018894	0.019152
57000	0.961954	0.018894	0.019152
57500	0.961954	0.018894	0.019152
58000	0.961954	0.018894	0.019152
58500	0.961954	0.018894	0.019152
59000	0.961954	0.018894	0.019152
59500	0.961954	0.018894	0.019152
60000	0.961954	0.018894	0.019152
60500	0.961954	0.018894	0.019152
61000	0.961954	0.018894	0.019152
61500	0.961954	0.018894	0.019152
62000	0.961954	0.018894	0.019152
62500	0.961954	0.018894	0.019152
63000	0.961954	0.018894	0.019152
63500	0.961954	0.018894	0.019152
64000	0.961954	0.018894	0.019152
64500	0.961954	0.018894	0.019152
65000	0.961954	0.018894	0.019152
65500	0.961954	0.018893	0.019152
66000	0.961954	0.018894	0.019152
66500	0.961954	0.018893	0.019152
67000	0.961954	0.018894	0.019152
67500	0.961954	0.018894	0.019152
68000	0.961955	0.018893	0.019152
68500	0.961954	0.018894	0.019152
69000	0.961954	0.018894	0.019152
69500	0.961954	0.018894	0.019152
70000	0.961954	0.018894	0.019152
70500	0.961954	0.018893	0.019152
71000	0.961954	0.018893	0.019152
71500	0.961954	0.018894	0.019152
72000	0.961954	0.018894	0.019152
72500	0.961954	0.018894	0.019152
73000	0.961954	0.018894	0.019152
73500	0.961954	0.018894	0.019152
74000	0.961954	0.018894	0.019152
74500	0.961954	0.018894	0.019152
75000	0.961954	0.018894	0.019152
75500	0.961954	0.018894	0.019152
76000	0.961954	0.018894	0.019152
76500	0.961954	0.018894	0.019152
77000	0.961954	0.018894	0.019152
77500	0.961954	0.018894	0.019152
78000	0.961954	0.018894	0.019152
78500	0.961954	0.018894	0.019152
79000	0.961954	0.018894	0.019152
79500	0.961954	0.018893	0.019152
80000	0.961954	0.018894	0.019152
80500	0.961955	0.018893	0.019152
81000	0.961954	0.018893	0.019152
81500	0.961954	0.018894	0.019152
82000	0.961955	0.018893	0.019152
82500	0.961954	0.018894	0.019152
83000	0.961954	0.018894	0.019152
83500	0.961954	0.018893	0.019152
84000	0.961954	0.018894	0.019152
84500	0.961954	0.018894	0.019152
85000	0.961954	0.018894	0.019152
85500	0.961954	0.018894	0.019152
86000	0.961954	0.018894	0.019152
