0	0.962335	0.012254	0.025410
500	0.962329	0.012260	0.025410
1000	0.962329	0.012260	0.025410
1500	0.962328	0.012261	0.025410
2000	0.962327	0.012263	0.025410
2500	0.962330	0.012260	0.025410
3000	0.962330	0.012260	0.025410
3500	0.962324	0.012266	0.025410
4000	0.962330	0.012259	0.025410
4500	0.962324	0.012265	0.025410
5000	0.962330	0.012259	0.025410
5500	0.962329	0.012260	0.025410
6000	0.962329	0.012261	0.025410
6500	0.962321	0.012268	0.025410
7000	0.962330	0.012260	0.025410
7500	0.962330	0.012260	0.025410
8000	0.962330	0.012259	0.025410
8500	0.962330	0.012259	0.025410
9000	0.962328	0.012262	0.025410
9500	0.962330	0.012259	0.025410
10000	0.962331	0.012259	0.025410
10500	0.962328	0.012261	0.025410
11000	0.962330	0.012260	0.025410
11500	0.962329	0.012260	0.025410
12000	0.962329	0.012261	0.025410
12500	0.962327	0.012262	0.025410
13000	0.962332	0.012258	0.025410
13500	0.962323	0.012267	0.025410
14000	0.962328	0.012261	0.025410
14500	0.962332	0.012258	0.025410
15000	0.962330	0.012260	0.025410
15500	0.962325	0.012264	0.025410
16000	0.962330	0.012259	0.025410
16500	0.962330	0.012259	0.025410
17000	0.962323	0.012267	0.025410
17500	0.962327	0.012263	0.025410
18000	0.962331	0.012259	0.025410
18500	0.962333	0.012257	0.025410
19000	0.962332	0.012258	0.025410
19500	0.962332	0.012258	0.025410
20000	0.962332	0.012257	0.025410
20500	0.962330	0.012259	0.025410
21000	0.962330	0.012259	0.025410
21500	0.962327	0.012263	0.025410
22000	0.962330	0.012259	0.025410
22500	0.962330	0.012260	0.025410
23000	0.962330	0.012259	0.025410
23500	0.962329	0.012261	0.025410
24000	0.962331	0.012259	0.025410
24500	0.962330	0.012259	0.025410
25000	0.962329	0.012261	0.025410
25500	0.962330	0.012259	0.025410
26000	0.962329	0.012260	0.025410
26500	0.962330	0.012259	0.025410
27000	0.962330	0.012259	0.025410
27500	0.962330	0.012259	0.025410
28000	0.962331	0.012258	0.025410
28500	0.962330	0.012259	0.025410
29000	0.962324	0.012265	0.025410
29500	0.962326	0.012264	0.025410
30000	0.962328	0.012262	0.025410
30500	0.962330	0.012259	0.025410
31000	0.962330	0.012259	0.025410
31500	0.962325	0.012264	0.025410
32000	0.962330	0.012259	0.025410
32500	0.962329	0.012260	0.025410
33000	0.962330	0.012260	0.025410
33500	0.962330	0.012260	0.025410
34000	0.962331	0.012259	0.025410
34500	0.962329	0.012261	0.025410
35000	0.962330	0.012259	0.025410
35500	0.962325	0.012264	0.025410
36000	0.962325	0.012265	0.025410
36500	0.962325	0.012264	0.025410
37000	0.962331	0.012259	0.025410
37500	0.962330	0.012260	0.025410
38000	0.962330	0.012259	0.025410
38500	0.962331	0.012259	0.025410
39000	0.962331	0.012258	0.025410
39500	0.962330	0.012259	0.025410
40000	0.962327	0.012262	0.025410
40500	0.962330	0.012259	0.025410
41000	0.962330	0.012260	0.025410
41500	0.962328	0.012261	0.025410
42000	0.962325	0.012265	0.025410
42500	0.962329	0.012260	0.025410
43000	0.962328	0.012262	0.025410
43500	0.962326	0.012264	0.025410
44000	0.962330	0.012260	0.025410
44500	0.962330	0.012260	0.025410
45000	0.962330	0.012259	0.025410
45500	0.962326	0.012264	0.025410
46000	0.962328	0.012261	0.025410
46500	0.962332	0.012257	0.025410
47000	0.962327	0.012263	0.025410
47500	0.962330	0.012260	0.025410
48000	0.962326	0.012264	0.025410
48500	0.962330	0.012259	0.025410
49000	0.962328	0.012261	0.025410
49500	0.962323	0.012266	0.025410
50000	0.962325	0.012265	0.025410
50500	0.962328	0.012262	0.025410
51000	0.962330	0.012259	0.025410
